CASE_ID;Региональный_филиал;Населенный_пункт;Код_открытия_обращения;Код_закрытия_обращения;Технология;Услуга;Количество_операций_в_выполнении_процесса;Общее_время_выполнения_процесса
482847384##8914587;Архангельский филиал ОАО «ххх»;КАРГОПОЛЬ;Другая ошибка;Произведена замена порта ADSL;xDSL;IP-TV;10;88:01:59
482847385##8914588;Петербургский филиал ОАО «ххх» Ленинградская обл.;КОРОБИЦЫНО;01. Отсутствует синхронизация;Отказ от заявки/вызова;xDSL;ШПД;4;92:00:46
482847386##8914589;Коми филиал ОАО «ххх»;ИНТА;Неустойчивое физическое соединение;Повреждение клиентского оборудования ;xDSL;ШПД;12;93:40:54
482847387##8914590;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Плохая слышимость;Неисправен ТА абонента;Медная пара;ОТА;6;88:56:18
482847388##8914591;Мурманский филиал ОАО «ххх»;ПОЛЯРНЫЙ;Замена клиентского оборудования;Замена пульта STB;FTTx;IP-TV;6;87:59:33
482847389##8914593;Петербургский филиал ОАО «ххх» Ленинградская обл.;КИНГИСЕПП;"Нет зуммера ""ответ станции""";Отказ от заявки/вызова;Медная пара;ОТА;4;111:19:38
482847390##8914595;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;03. Не отображ. стр., авторизация пройдена;Перезапуск CPE;PON;ШПД;4;88:58:56
482847391##8914597;Коми филиал ОАО «ххх»;СОСНОГОРСК;Замена клиентского оборудования;Замена пульта STB;FTTx;IP-TV;8;89:53:30
482847392##8914598;Карельский филиал ОАО «ххх»;ПЕТРОЗАВОДСК;Отсутствие на всех каналах;Замена пары в магистральном кабеле;xDSL;IP-TV;12;94:02:26
482847393##8914599;Мурманский филиал ОАО «ххх»;МОНЧЕГОРСК;"Нет зуммера ""ответ станции""";Распределительная коробка;Медная пара;ОТА;6;92:12:38
482847394##8914609;Калининградский филиал ОАО «ххх»;КАЛИНИНГРАД;Низкая скорость;Замена CPE;PON;ШПД;9;120:54:53
482847395##8914610;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;"Нет зуммера ""ответ станции""";Замена пары в магистральном кабеле;Медная пара;ОТА;12;112:04:17
482847396##8914611;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Искажение на всех каналах;Настройка телевизора;Прочее;Кабельное TV;10;117:04:12
482847397##8914612;Петербургский филиал ОАО «ххх» Ленинградская обл.;ПИКАЛЕВО;"Нет зуммера ""ответ станции""";Повреждение проводки в квартире по вине абонента;Медная пара;ОТА;4;86:19:04
482847398##8914613;Вологодский филиал ОАО «ххх»;ЧЕРЕПОВЕЦ;Отсутствие на одном/нескольких каналах;Настройка телевизора;PON;IP-TV;9;87:38:26
482847399##8914618;Мурманский филиал ОАО «ххх»;КОВДОР;Неустойчивое физическое соединение;Замена CPE;FTTx;ШПД;8;95:07:06
482847400##8914619;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Низкая скорость;Тестирование скорости доступа услуги;PON;ШПД;8;93:22:21
482847401##8914620;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Замена клиентского оборудования;Кабельные оконечные устройства (КРТ, КЯ);DOCSIS;ШПД;12;121:32:26
482847402##8914625;Калининградский филиал ОАО «ххх»;ДОБРОВОЛЬСК;01. Отсутствует синхронизация;Неисправность CPE;xDSL;ШПД;4;91:22:02
482847403##8914626;Архангельский филиал ОАО «ххх»;МИРНЫЙ;02. Не отображаются стр., нет авторизации;Замена коннектора;FTTx;ШПД;10;88:35:55
482847404##8914629;Мурманский филиал ОАО «ххх»;ПОЛЯРНЫЙ;Замена (восстановление) проводки;Исправлена схема подключения;FTTx;IP-TV;6;92:45:26
482847405##8914634;Калининградский филиал ОАО «ххх»;КАЛИНИНГРАД;Замена клиентского оборудования;Отказ от заявки/вызова;PON;IP-TV;8;86:32:25
482847406##8914635;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;Отсутствие на всех каналах;Повреждение не обнаружено, услуга работает;Прочее;Кабельное TV;6;89:53:07
482847407##8914636;Архангельский филиал ОАО «ххх»;КОТЛАС;"""Введены неверные уч. данные""";Настройка CPE;FTTx;IP-TV;10;86:31:55
482847408##8914641;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;"Нет зуммера ""ответ станции""";Замена пары в магистральном кабеле;Медная пара;ОТА;6;89:15:55
482847409##8914643;Новгородский филиал ОАО «ххх»;ПАРФИНО;03. Не отображ. стр., авторизация пройдена;Перезагрузка оборудования;xDSL;ШПД;8;87:52:06
482847410##8914647;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;САНКТ-ПЕТЕРБУРГ;04. Не доступна сеть Wi-Fi;Замена CPE;PON;ШПД;8;94:44:43
482847411##8914648;Мурманский филиал ОАО «ххх»;МУРМАНСК;Замена (восстановление) проводки;Замена оптического коннектора;PON;ШПД;8;87:18:46
482847412##8914650;Петербургский филиал ОАО «ххх» г. Санкт-Петербург;ПАРГОЛОВО;01. Отсутствует синхронизация;Замена оптического коннектора;PON;ШПД;8;93:59:05
